sentense_clean,my_ent_1,their_ent_1,my_ent_2,their_ent_2,label
"New England Patriots quarterback Tom Brady on Wednesday criticized the National Football League for suspending him for four games in the ”Deflategate” scandal and said he did nothing wrong in breaking a cell phone containing more than 10, 000 text messages key evidence in the investigation.",Tom Brady,New England Patriot,him,the National Football League,3
Zervos’s accusations came as a number of other women have stepped forward in recent days to accuse Trump of groping them or kissing them inappropriately.,Zervos,Zervos’,Trump,Trump,3
"Republican Peter King from New York, for example, blamed the NRA for the lack of action on the bill.",Republican Peter King,Republican,NRA,NRA,3
elite Revolutionary Guards (IRGC) accused Rouhani of failing to tackle unemployment estimated at percent.,Revolutionary Guards,IRGC,IRGC,Rouhani,3
"” Trump vigorously attacked Hillary Clinton’s plans to significantly increase the number of refugees admitted to the country, which the most recent national poll shows is opposed by more than a two to one margin, 59 percent to 28 percent.",Trump,Trump,Hillary Clinton’s,Hillary Clinton’,3
"Bloomberg News’ former top editor, Al Hunt, says GOP candidate Jeb Bush has been “savaged” by Donald Trump.",Al Hunt,Al Hunt,Jeb Bush,Donald Trump,3
Baton Rouge police said in a statement that police were called to the convenience store because Sterling had allegedly threatened another patron with a gun. ,police,Baton Rouge,police,Sterling,3
" Republican presidential nominee Donald Trump, who has previously accused the Federal Reserve of keeping interest rates low to help President Barack Obama, said on Monday that the U. S. central bank has created a ”false economy” and that interest rates should change.",Donald Trump,Donald Trump,Barack Obama,the Federal Reserve,3
"Under Fire: Walter Schaub, the director of the Office of Government Ethics, has publicly criticized Trump’s plan to put his sons in charge of his businesses.",Walter Schaub,the Office of Government Ethic,Trump,Trump’,3
"The Russian president, Vladimir Putin, has warned that the Olympic movement could “wind up on the edge of schism” after a damning report found that the country’s government, security services and sporting authorities colluded to hide widespread doping across “a vast majority” of winter and summer sports.",president,Russian,Vladimir Putin,Olympic,3
"In January, Morrissey’s office won a fight to sue McKesson Corp. the nation’s largest wholesale drug distributor, in state court, contending the company failed to develop an adequate system to identify suspicious drug orders.",Morrissey,Morrissey’,McKesson Corp.,McKesson Corp.,3
"Richard Murphy, an accountant and tax campaigner, told BuzzFeed News he also had questions over the £4. 1 million in corporation tax Facebook UK did register.",Richard Murphy,Richard Murphy,he,Facebook UK,3
Senior Republicans are quietly rooting for Trump to lose.,Republicans,Republican,Trump,Trump,3
"But before most of the victims had even been identified, Iranian leaders issued statements blaming the Saudis for the accident. ",Iranian,Iranian,Saudis,Saudi,3
Republicans quickly took the opportunity to renew criticism of Clinton’s use of a private email server.,Republicans,Republican,Clinton,Clinton,3
"Macedonia, to the immediate north, is accepting only Iraqis and Syrians, witnesses say, with Afghans being turned back.",Iraqis,Macedonia,Syrians,Afghan,3
"Republican defense hawks on Capitol Hill are fuming, and don’t understand why Trump, or any administration official, is not fighting for his original $30 billion request, according to a source.",Trump,Capitol Hill,administration,Trump,3
"Adding to the uncertainty surrounding executive orders coming out of the Oval Office, the White House pulled back on Friday evening on a draft order that had been widely leaked calling for a 40% cut in US voluntary contributions to the UN and other international organisations and possible withdrawal from treaties.",the White House,the Oval Office,UN,UN,3
"The Republicans will see if they, unlike the Obama administration, can turn an industry accountable to shareholders into a willing partner. ",they,Republican,Obama administration,Obama,3
"In perhaps the most commonly cited recent paper on the matter, a group of economists led by MIT’s David Autor found that between 1990 and 2007, Chinese import competition accounted for the loss of 1 million manufacturing jobs ",David Autor,MIT,Chinese,Chinese,3
"The United States immediately condemned the launch, and the United Nations Security Council called an emergency meeting for later Sunday to discuss North Korea’s latest provocation.",The United States,The United State,the United Nations Security Council Council,North Korea’,3
"Former President Bill Clinton slammed a Black Lives Matter protest against Hillary Clinton’s candidacy, and said the group defends gang leaders who get kids “hopped up on crack.",Bill Clinton,Black Lives Matter,Hillary Clinton’s,Hillary Clinton’,3
"PEGIDA protests in the past have fielded upwards of 30, 000 marchers to protest the Islamisation of Europe, and have been characterised by the broad cross section of society who have joined their ranks, Also in the pipeline for Cologne is a demonstration by the emerging Identitarian movement.",PEGIDA,PEGIDA,Identitarian,the Islamisation of Europe,3
"Though Pence now supports the health law’s repeal, the Healthy Indiana Plan that he established in 2015 as the state’s governor has brought Medicaid coverage to more than 350, 000 people.",Pence,Pence,he,Medicaid,3
"At a Donald Trump rally, it’s clear who’s to blame: the politicians, the judges, the Left, the illegal immigrants.",Donald Trump,Donald Trump,immigrants,Left,3
"Anne Frank Center for Mutual Respect Executive Director Steven Goldstein, a frequent critic of Trump, released a statement accusing Spicer of having “engaged in Holocaust denial” and called for his firing.",Steven Goldstein,Anne Frank Center,Trump,Spicer,3
"The implicit message of Trump’s convention is that it’s not just Obama who has failed America Republican leaders have, too.",Trump,Trump’,Obama,Obama,3
"Donald Trump has been saying for more than a year that he’d get rid of Obamacare, replace it with something better and no one would lose their care.",Donald Trump,Donald Trump,he,Obamacare,3
"Ukrainian politicians were quick to blame Russia for Tuesday’s attack, but a Kremlin spokesman dismissed ”unfounded blanket accusations”.",Ukrainian,Ukrainian,Kremlin,Russia,3
The Truthseeker”) advanced a conspiracy theory that the BBC had staged a chemical attack to malign Assad.,BBC,Truthseeker,Assad,BBC,3
"Former UKIP MEP Janice Atkinson has today slammed the deployment of Britain’s border cutters to Europe, and accused the government of failing to defend Britain’s own borders.",UKIP,Janice Atkinson,Janice Atkinson,Europe,3
"However, Turkish officials said they recognised Prakash’s Australian accent and formally charged him with terrorism the following day.",they,Turkish,Prakash,Prakash’s Australian,3
"Slate magazine has run a column suggesting that Juanita Broaddrick’s accusation of rape against Bill Clinton are “credible,” but Broaddrick goes too far in claiming that Hillary Clinton tried to keep her quiet about the alleged sexual assault.",Juanita Broaddrick’s,Juanita Broaddrick’,Bill Clinton,Bill Clinton,3
The Nobel laureate economist and New York Times columnist took to Twitter to express his belief that the Trump administration is no longer ”legitimate” and to criticize any Republican defending ,administration,New York Time,Republican,Trump,3
"Though there has been no mention of it at this convention, Donald Trump has made hay with Bill Clinton’s “scandals” including unsupported charges that he and his wife, “Crooked Hillary” have threatened his female accusers.",Donald Trump,Donald Trump,Bill Clinton’s,Bill Clinton’,3
"The meeting in the kitchen of the Lincoln Center firehouse took place on Dec. 9, 2015, about two months after probationary firefighter Gordon Springs filed federal and city complaints about his alleged sexual hazing there.",Lincoln Center,Lincoln Center,Gordon Springs,Gordon Spring,4
"Mr. Trump has appeared to inflict much of that damage upon himself, including by engaging in a feud with the parents of a fallen United States soldier who criticized him at the Democratic National Convention, confounding many of his supporters.",Trump,Trump,himself,the Democratic National Convention,4
"Similarly, Naz has already received a subtle reminder that most of American society is going to be prejudiced against him, simply because of his national heritage, thanks to those two guys who hurl racial slurs at him as he’s walking the woman to her house.",Naz,Naz,him,American,4
"So the Senate GOP attacked it as ”intentionally partisan,” and Toomey didn’t support it.",the Senate GOP,Senate,Toomey,Toomey,4
"Clinton has been dogged by questions about her use of the private email server since the start of her presidential campaign and her Republican opponent, Donald Trump, has used the issue to argue she is untrustworthy. ",Clinton,Clinton,Donald Trump,Republican,4
"Michael Curtis, an assistant district attorney, said that Ms. Arjun had “the motive, the means and the exclusive opportunity to commit this awful and brutal crime.",Michael Curtis,Michael Curti,Arjun,Arjun,3
"NATO troops will then assume a support role, he said.It will be a historic moment and another step toward full Afghan sovereignty, Obama said.",he,Afghan,Obama,Obama,2
"REUTERS/Ilya NaymushinMOSCOW/ST PETERSBURG, Russia (Reuters) - Akbarzhon Jalilov, the man suspected of blowing up a Russian metro train, represents a new wave of radical Islamists who blend into local society away from existing jihadist movements - making it harder for security forces to stop their attacks.",Ilya NaymushinMOSCOW,Reuter,Akbarzhon Jalilov,Russian,3
"Bridget Anne Kelly, the woman accused of sending an email that triggered a controversial closing of the George Washington Bridge in Fort Lee, is a longtime aide to Gov. Chris Christie. Currently serving as Christie's deputy chief of staff for legislative and intergovernmental affairs, a role she was named to by Christie in April 2013.",Bridget Anne Kelly,Bridget Anne Kelly,Chris Christie,the George Washington Bridge,3
"Paulson, once the CEO of Goldman Sachs, criticized Trump’s business record, divisiveness and brand of populist rhetoric. ",Paulson,Goldman Sach,Trump,Trump’,3
US President Barack Obama harshly criticized the entire slate of Republican presidential candidates during on Tuesday afternoon.,President Barack Obama,Barack Obama,Republican,Republican,3
"Claire illuminates Jamie on some of Americas history, leading him to wonder if its possible for them to lay down roots in the country that will become the United States of America.",Claire,Claire,Jamie,the United States of America,1
"The European Commission, the European Union’s executive arm, has repeatedly criticized the authorities in the Balkan state for failing to jail officials and overhaul its slow and inefficient judiciary.",The European Commission,the European Union’,the European Union’s,Balkan,3
"The Day Ahead newsletter here)Canadian lender Home Capital Group Inc appointed Yousry Bissada as its chief executive, bringing to an end a search it started in March after it terminated the employment of former CEO Martin Reid.",Yousry Bissada,Home Capital Group Inc,Martin Reid,Yousry Bissada,1
"The Clinton campaign, meanwhile, has blasted WikiLeaks over the release, while ramping up its accusations that the group is working with the Russian government. ",Clinton,Clinton,Russian,WikiLeak,3
"the Noah-French ambassador spat, the Ozil resignation, not surprisingly, sparked off a Twitter storm, with the hashtags, #StandWithOzil and #SayNoToRacism, making the rounds.",Noah,Noah-French,Ozil,Ozil,3
"The New York Times has applauded Atlanta’s actions, writing that he should be held to “a different standard.",The New York Times,The New York Time,he,Atlanta,1
Former Speaker John Boehner said on Thursday that Republicans are unlikely to pass an Obamacare repeal and replace package.,John Boehner,John Boehner,Republicans,Republican,3
COMEBACK STROKE Rio Olympics swimmer Ryan Lochte offered SEX TOY endorsement after being fired from Speedo WAS HE INNOCENT AFTER ALL?,Ryan Lochte,Ryan Lochte,HE,Speedo,4
"Britain had first said that responsibility for events during the Mau Mau uprising passed to Kenya upon its independence in 1963, an argument which London courts rejected.",Britain,Britain,Kenya,London,4
"Democrats accuse the White House of seeking to privatize the Depression-era program, while supporters of the accounts argue they are needed to modernize it.",Democrats,Democrat,they,the White House,3
The International Association of Machinists and Aerospace Workers union announced Wednesday that its endorsing Jagmeet Singh for the NDP leadership.,The International Association of Machinists and Aerospace Workers,The International Association of Machinists and Aerospace Worker,Jagmeet Singh,NDP,1
"Renato Reyes said his group could not accept the court decision.""Our protests will hound Marcos all the way to his grave,"" Reyes said.",Renato Reyes,Renato Reye,Marcos,Marco,3
"A lawyer, Ms. Mills has been a target of Republican critics for her central role in determining which emails from Mrs. Clinton",Mills,Mill,Clinton,Republican,4
"The ECB's governing council will hold a special conference call on Friday - the second in three days - to consider adding more emergency liquidity for Greek banks facing a quickening drain on their cash, two persons close to the situation said.",council,ECB,Greek,Greek,1
"General Momcilo Perisic is appealing against his conviction for murder, persecution and attacks on civilians in Bosnia and Croatia, including the killing of 8,000 Muslim men and boys in Srebrenica and the 42-month siege of Sarajevo by Bosnian Serb forces.",Momcilo Perisic,Momcilo Perisic,Muslim,Bosnian Serb,3
"The coalition has often appeared split in the debate, with Tories arguing in favour of fracking and against more onshore wind power, while Lib Dems, including the energy secretary, Ed Davey, are supportive of green power and insist shale is unlikely to bring down household bills, now averaging almost 1,300 per year.",secretary,Lib Dem,Ed Davey,Ed Davey,2
"Among the thrilling new series, Netflix will welcome Narcos:",Netflix,Netflix,None,Narco,1
"Verizon has made an offer for Straight Path Communications Inc ( ) a source told Reuters, topping an earlier bid from AT&T in a move that started a bidding war for a company holding spectrum used in 5G technology.",Verizon,Straight Path Communications Inc,Straight Path Communications Inc,AT&T,3
SendGrid has also started using Culture Amp to get feedback from employees and set goals to engage them.,SendGrid,SendGrid,them,Culture Amp,1
"During Coulter's last appearance on Hardball, however, Matthews repeatedly complimented Coulter -- referring to her as writing ""beautifully"" and having a ""brilliant brain.""",Coulter,Coulter,Matthews,Matthew,2
"New Jersey Gov. Chris Christie led the poll in July of 2013 with 21 percent; now, after months of scandal accusations and bad headlines, he's in third place with 12 percent.",Chris Christie,New Jersey,he,Chris Christie,3
"Sayuri Shirai, who served on the BOJ’s board from 2011 to 2016, said the central bank’s YCC policy in its current form is confusing and causes big market distortions.",Sayuri Shirai,Sayuri Shirai,BOJ,’s YCC,3
"Committee chairman Keith Vaz recounted Sir Bernard's assertion shortly after the allegations emerged that the Met boss would ""stand by"" his officers ""100%"".",Keith Vaz,Keith Vaz,Bernard,Met,2
The Truthseeker”) advanced a conspiracy theory that the BBC had staged a chemical attack to malign Assad.,BBC,Truthseeker,Assad,BBC,3
"Abe made a December visit to the shrine which sparked widespread global anger, with main ally the United States saying it was disappointed.",Abe,Abe,the United States,the United State,4
"Ronald Haskell, who is white, is accused of killing two adults and four children from his ’s family in spring 2014.",Ronald Haskell,Ronald Haskell,None,’,4
"Sweeney lost his temper while visiting the Church of Scientology's exhibition, 'Psychiatry: Industry of Death', which uses graphic images to attack psychiatry.",Sweeney,Sweeney,the Church of Scientology's,the Church of Scientology,3
"Mosuls predominantly Sunni population was angered by Iraqs Shiite-dominated army, accusing it of widespread abuses of their minority sect, allegations rejected by the government.",Sunni,Sunni,Shiite,Iraq,3
"He came from nowhere, a failed senator from Pennsylvania, to take Iowa and 10 other states, in the process grabbing the Republican establishment by the neck and giving it a good shaking.",He,Iowa,senator,Republican,3
The Dallas Morning News has taken a hit in subscriptions after its early September endorsement of Hillary Clinton.,The Dallas Morning News,The Dallas Morning New,Hillary Clinton,Hillary Clinton,1
"And then there's Tiger Text, the original, which was inspired by Tiger Woods' infidelity.",Tiger Woods',Tiger Text,None,Tiger Wood,1
"Chinese Foreign Ministry spokesman Hong Lei said he did not know about the project, but he added that China firmly supported Afghan reconstruction, had provided a large amount of assistance and had encouraged Chinese companies to get involved.",Hong Lei,Chinese,he,Afghan,1
"In a statement reported by NBC's Katy Tur, campaign spokesperson Hope Hicks said the foundation would comply, but suggested that Attorney General Eric Schneiderman's letter to the Trump Foundation may be politically motivated.",Katy Tur,NBC,Hope Hicks,Eric Schneiderman,1
"Hustai is the only National Park in Mongolia that operates independently of the government, but despite the stability that government support would provide, Dorj is adamant that it stays that way.",Mongolia,Hustai,Dorj,Dorj,3
"The two leaders said they regretted the UK's decision to leave the EU, but that they respected the will of the British people.",they,EU,they,British,3
"He said about a dozen of the Senate's 35 members already have agreed to co-sponsor his bill, which could come up for debate in the Legislature's regular session that starts in February.",He,Senate,Senate,Legislature,1
"; this is the best decision they could make, said Dagens Nyheters literature critic, Maria Schottenius.",they,Dagens Nyheter,Maria Schottenius,Maria Schotteniu,1
Indias top oil producer Oil and Natural Gas Corp has an investment in a Venezuelan energy project and has so far received only $88 million of a $534 million dividend payment.,Oil and Natural Gas Corp,India,Venezuelan,Venezuelan,1
"Scholastic is planning a massive 4. 5 million copy first printing in North America of the latest Potter book, “Harry Potter and the Cursed Child Parts I & II” ",Potter,Scholastic,I,North America,1
"President Donald Trump has pledged his full support for the AHCA, an effort led by House Speaker Paul Ryan, while conservative Republicans are calling it ""Obamacare lite.",Donald Trump,AHCA,Paul Ryan,Paul Ryan,1
"Maduro has repeatedly accused the United States generally, and former Vice President Joe Biden specifically, of organizing a coup against him.",Maduro,Maduro,Joe Biden,the United State,3
"Van Gogh Museum's Director Axel Ruger presents the research results and condition of the restoration of Van Gogh's painting ""Sunflowers"" in Amsterdam, Netherlands January 24, 2019.",Axel Ruger,Van Gogh Museum,Van Gogh's,Axel Ruger,1
"Qatar Airways Chief Executive Akbar Al Baker said on Monday the carrier plans to expand its fleet, stepping up orders for Boeing Co (BA.N) aircraft and accepting four Airbus (AIR.PA) aircraft that it had canceled in July because of delays due to supplier problems.",Qatar Airways,Akbar Al Baker,Akbar Al Baker,Airbu,1
"Trump again repeated the debunked claim that Mexico is “taking all of our jobs, most of our jobs,” and preened about causing the resignation of a Mexican government official as proof of his toughness.",Trump,Trump,Mexican,Mexico,3
 A Syrian refugee in Germany who took a viral selfie with Chancellor Angela Merkel is now taking Facebook to court because he keeps being accused of terrorism in posts on the social network.,Chancellor Angela Merkel,Angela Merkel,he,Facebook,3
"The Democratic minority leader of the house, Nancy Pelosi, said the relationship was strong and she would contact Hockey to express support.",Nancy Pelosi,Nancy Pelosi,she,Hockey,1
"In our time, people irresponsibly throw around the word fascist, but Pound was the real deal, an energetic servant of Benito Mussolinis government who might justly have been sentenced to life in prison for treason, a fate he avoided only by being declared insane and incarcerated in a mental hospital, where he eventually grew quite comfortable.",Pound,Pound,Benito Mussolinis,Benito Mussolini,1
"Mr Scotts shooting sparked controversy after his daughter, Lyric, claimed her father was unarmed, but police insist the victim had a gun.",Scotts,Mr Scott,Lyric,Lyric,2
"Rather, by giving him the most money ever ($3 million) for a reliever, the Yankees, Levine reasoned, were appreciating Betances.",Levine,Yankee,Betances,Betance,1
"Instagram 7 Chloe Ferry sparked rumours that she had got engaged to her boyfriend Sam Gowland when she flashed a ring on her wedding fingerChloe,23, caused quite the stir when she uploaded a selfie that appeared to flash a diamond ring on her left hand.",Chloe Ferry,Instagram 7 Chloe Ferry,Sam Gowland,Sam Gowland,1
Stallone reportedly returned to the stage after the broadcast cut to commercial and thanked both Jordan and Coogler.,Stallone,Stallone,Jordan,Coogler,1
"We live in a country that we must support law enforcement, but law enforcement must support justice.In reality, Obama and Holder have overseen a vast intensification of the attack on democratic rights, from domestic spying to assassinating American citizens without due process.",Obama,Holder,Holder,American,3
That was followed by the German attack on Gdansk and then by Russia's thrust into eastern Poland.,German,Russia,Gdansk,Poland,1
Walker Stapleton is running as the highly respected Republican Candidate for Governor of the Great State of Colorado.,Walker Stapleton,Walker Stapleton,Governor,Republican,2
"Comparatively, The Post estimated that 6 to 12 percent of Sanders supporters voted for Trump in the general.",Sanders,Sander,Trump,Trump,1
"In December the US defense secretary, James Mattis, called Maduro an irresponsible despot who would ultimately have to go.Maduro vowed to resist what he called the neo-fascist madness of his foreign foes and called on the international community to denounce the alleged plot against him.",James Mattis,US,Maduro,Maduro,3
"He is scared to death.The 250 pages of emails will interest Jacksons family, who are pursuing awrongful-death suit, accusing AEG of pressuring the singer into high-profilecomeback despite indications he was ill.",He,Jackson,Jacksons,AEG,3
"Trump earlier in the week had declined to endorse Ryan and McCain, as well as",Trump,Trump,Ryan,McCain,3
"Brits antics 'put rock stars to shame', says Whitehall NINE TO THIGH Amber Davies wows in a red corset as Dolly Parton calls her 'beautiful'Danielle and Jamie were married in May 2012",Amber Davies,THIGH Amber Davie,Dolly Parton,Jamie,3
Senior Republicans are quietly rooting for Trump to lose.,Republicans,Republican,Trump,Trump,3
"The inquirys top counsel, Robert Jay, picked up on Murdochs admission of a cover-up, causing consternation among Murdochs legal team, and forcing Judge Brian Leveson to ask one of the party to sit down.",Robert Jay,Robert Jay,Brian Leveson,Murdoch,3
"Pointing out that many popular groups from various Islamic countries had expressed their willingness to fight the occupiers in the troubled areas, Mr Asad said that Israel would face a fierce response should it decide to commit another mistake and attack Syria.",Islamic,Islamic,Asad,Syria,1
” U. S. Chamber of Commerce senior vice president Neil Bradley praised the Trump administration for ”tackling the regulatory state head on.,Neil Bradley,” U. S. Chamber of Commerce,Trump,Trump,1
Washington's main European allies stood by reports blaming Assad.,European,Washington,Assad,Assad,3
 The Senate’s top Democrat on Tuesday accused President Donald Trump’s Supreme Court pick of avoiding answering questions ”like the plague” and dodging efforts to gauge his judicial independence during a meeting that deepened his concerns about the nominee.,Democrat,Senate,President Donald Trump,Donald Trump,3
"Trump’s lies are failing him, and it is making him deeply frustrated Eugene Robinson:",Trump,Trump’,Eugene Robinson,Eugene Robinson,4
"More than 1,500 Bradley Manning supporters have offered to serve part of the WikiLeaks source's potential 132.5-year sentence.",Bradley Manning,Bradley Manning,WikiLeaks,WikiLeak,1
"Russia also voiced abiding support for the Paris accord, regardless of the U. S. withdrawal.",Russia,Russia,Paris,Pari,1
"A True Batman Story) is joined by his good friend David Mandel (writer/executive producer, Veep, Seinfeld; co-author, Star Wars Art: Ralph McQuarrie) for a lively discussion on the many facets of Paul's career, ranging from comics to Star Wars to Harley Quinn and maybe even to their short time working together on the Clerks animated series.",David Mandel,David Mandel,Seinfeld,Ralph McQuarrie,1
"By Ryan Browne, CNN, Christie also hammered Clinton with a series of charges about her failures while serving as secretary of state.",Ryan Browne,Christie,Christie,Clinton,3
"The Angels, who will now remain on the hook for about $90 million to a player who has not been as productive as they hoped, hardly celebrated the news that Hamilton would not be suspended.It defies logic that Joshs reported behavior is not a violation of his drug program, club president John Carpino said through a team spokesman.",Hamilton,Hamilton,Joshs,John Carpino,4
"But unlike Mr. Clinton and President George W. Bush, he arrives without the burden of having to explain what he was doing during the war by the time he turned 18, Saigon, now Ho Chi Minh City, had fallen.",Clinton,George W. Bush,George W. Bush,Saigon,3
"Speculation that Ivanka Trump would take on the post mounted after Haley praised her and her husband, Jared Kushner, in discussing her resignation in the Oval Office on Tuesday morning.",Ivanka Trump,Trump,Haley,Haley,2
"” Sen. Bernie Sanders of Vermont, who ran for the Democratic presidential nomination, accused Trump of reversing course on a pledge to punish companies that outsource manufacturing jobs.",Bernie Sanders,Bernie Sander,Trump,Trump,3
"patch.""Barry Ferguson and Rangers' French manager Paul Le Guen did not always see eye to eyeReports emerged during the week that Caixinha had an angry meeting with his players at their Auchenhowie training base in the wake of the Old Firm defeat.","""Barry Ferguson",Ferguson,Paul Le Guen,Paul Le Guen,3
"After major airlines jumped to suspend flights and take other precautions in response to the Ebola outbreak, the U.S. government is starting to catch up -- ramping up efforts to keep the deadly virus from spreading.",U.S.,Ebola,None,U.S.,4
"Democrats have once again begun beating the drum on breaking up big banks, claiming that Wells Fargo is too large to manage, given that the practice of opening unauthorized accounts has gone on for years.",Democrats,Democrat,Wells Fargo,Wells Fargo,3
"The Mets had waited patiently over the past six weeks for their best player to get healthy, and Saturday they received a strong indication that Yoenis Cespedes is not only back, but perhaps ready to start carrying this team again.",they,Met,Yoenis Cespedes,Yoenis Cespede,1
Autonomy officials have always maintained that it was HP’s own mismanagement of the company after the acquisition that caused the .,Autonomy,Autonomy,HP,HP’,3
Tensions have long simmered between the two countries following Japans colonization of the Korean peninsula between 1910 and 1945.Japanese fans started chants of ,Japans,Japan,Korean,Korean,3
Lattin said officers fired stun guns at least twice but failed to stop Zambrano-Montes before using their weapons.,Lattin,Lattin,Zambrano-Montes,Zambrano-Monte,3
"REUTERS/Sergio PerezBarca defender Sergi Roberto had been sent off right at the end of the first half for clashing with Marcelo, provoking fury among the home sides players and supporters as moments earlier Real forward Gareth Bale had gotten away with a studs-up challenge on Samuel Umtiti.",Sergio PerezBarca,Sergi Roberto,Sergi Roberto,Marcelo,3
De Kerchove praised the Home Office's emphasis on countering the extremists' message through the media. ',De Kerchove,De Kerchove,the Home Office's,the Home Office,1
"Murphy could revive power of public labor unions""After three long years, this contract represents a reasonable and responsible agreement between the state of New Jersey and our CWA workers,"" Murphy, a Democrat, said in a statement.",Murphy,Murphy,Murphy,CWA,1
Siddiqees criticism of Israeli Prime Minister Benjamin Netanyahu,Siddiqees,Siddiqee,Israeli,Israeli,3
"Abdul Ghani Hendi, a religious affairs adviser in the Egyptian parliament, thinks Al-Azhar should be completely restructured to allow for self-criticism.",Abdul Ghani Hendi,Egyptian,Egyptian,Al-Azhar,3
after the Dallas murders — by blaming “systemic racism” and declaring: “White Americans need to do a better job of listening.,Dallas,Dalla,White Americans,White American,3
"Conscious that support for independence remains at about 32%, Salmond said the party had to convert the popularity of his devolved government at Holyrood into support for independence.""In six years, we have taken trust in the Scottish government to a high of 71%  four times more than trust in Westminster.",Salmond,Holyrood,Scottish,Westminster,3
" Fox News anchor Megyn Kelly had a heated exchange with Trump supporter and former Speaker of the House Newt Gingrich on Tuesday about Trump’s flagging poll numbers, and about the women who have accused Trump of sexually assaulting them. ",Megyn Kelly,Megyn Kelly,Trump,Newt Gingrich,3
"PSNI reopened an investigation into the attack after the collapse of the Old Bailey trial, leading to this weeks joint operation with the Garda Sochna in Donegal.",PSNI,Bailey,Old Bailey,Donegal,1
 Prime Minister Theresa May criticized Britain’s finance industry for failing to promote and retain women on Tuesday as the government revealed that some of the biggest players have committed to having at least 30 percent in senior roles by 2021.,Minister Theresa May,Theresa May,Britain,Britain,3
"In her small concrete house in a hillside slum, de Mesquita has filled Arthur’s crib with toys the therapists recommend.",de Mesquita,de Mesquita,Arthur,Arthur’,1
Putin’s even been accused of cultivating one of the candidates in the election Trump as an unwitting agent to further his quest to strangle US global power.,Putin,Putin,Trump,US,3
"President Barack Obama's Republican critics have suggested that the administration's handling of the incident raises questions about its truthfulness and competence, even as Obama and his Democratic supporters are touting his success in cracking down on Islamic militants, including the killing of al Qaeda leader Osama bin Laden.",Barack Obama,Barack Obama,Obama,Osama bin Laden,3
"On Sunday's tape, bin Laden cited Washington's support for Israel as a motivator for more attacks on the United States, and vowed to keep on as long as Palestinians cannot live in peace.""Our attacks against you will continue as long as U.S. support for Israel continues,"" bin Laden said.",bin Laden,bin Laden,bin Laden,Washington,3
"The Tata group, in partnership with South Africas Sasol Ltd (SOLJ.J), was planning to invest $10 billion in a project to convert low-quality coal into oil starting 2018.",Tata,Tata,South Africas Sasol Ltd,South Africa,1
"She is committed to supporting all of UC students, and to this university and this country which she loves, said Regent Bonnie Reiss, who chaired the student regent selection committee.",She,UC,she,Regent Bonnie Rei,2
"Twickenham and the crowd is a massive factor for us and we wanted to do a longer walk to experience even more the support we get before the game, said Robshaw.",Robshaw,Twickenham,None,Robshaw,2
"s version of events was quite different, alleging that Evertons players had deliberately targeted Costa to provoke him into a row.",Costa,Everton,him,Costa,3
Hillary made it clear last night she supports Obama’s version of America.,Hillary,Hillary,Obama,Obama’,1
"Republicans, including Trump, intensified their criticism of the process on Thursday after news emerged of Lynch’s meeting with Bill Clinton. ",Trump,Trump,Lynch,Lynch’,3
"Earlier that day, former Secretary of Defense Robert Gates had gone on television and obliquely attacked Cruz, saying that anyone who calls for “carpet bombing” doesn’t know what they are talking about and shows disregard for civilian lives.",Robert Gates,Defense Robert Gate,Cruz,Cruz,3
Thursdays construction PMI also showed some Brexit worries and higher costs for steel used in construction  a possible reflection of European Union tariffs imposed on steel imports to the bloc in response to U.S. tariffs.,European Union,Brexit,U.S.,U.S.,3
DE) and address Chinese customers complaints about belated product delivery.The deal represents our biggest investment so far in charging facilities in China,Chinese,DE,China,Chinese,3
"But with the MSCI International EM Price index down more than 15 percent this year, Gaffney said she is betting there is little room left for emerging-market currencies to fall.",Gaffney,the MSCI International EM Price,she,Gaffney,2
"And Russias Black Hole submarine, based in the Mediterranean launched missiles to destroy Daesh targets as part of the early December raids These attacks were part of a series of daily bombing raids which have so far taken out thousands of terrorists facilities.",Russias,Russia,Daesh,Daesh,3
"Sanders’s staff criticized Thorpe for predicting their plan would cost $25 trillion over a decade, about twice what they had projected.",Sanders,Sanders’,Thorpe,Thorpe,3
"In response to Newman's criticism of his support for the move, Andrews stated that ""one of the things that I value is open access of citizens in a free society to their government.",Newman,Newman,Andrews,Andrew,3
" While dozens of women have leveled sexual assault allegations at comedian Bill Cosby, destroying his reputation as ”America’s dad,” the question of whether he will be imprisoned will hang on the words of a single woman when his trial starts this week.",Bill Cosby,Bill Cosby,he,America,4
"The decision to release the 57-year-old Al-Megrahi, who continues to proclaim his innocence, sparked outrage from victims' families and drew a condemnation from the Obama Administration, which warned Libyan officials not to grant al-Megrahi ""a hero's welcome"" upon his return.",Al-Megrahi,Al-Megrahi,al-Megrahi,the Obama Administration,4
"Judging from its track record, Deutsche Bank seems to have an inability to cut net costs and generate operating leverage independent of management in charge,"" JP Morgan analyst Kian Abouhossein said in a note late last month.",Deutsche Bank,Deutsche Bank,JP Morgan,Morgan,2
"Stein has never voted for a Democrat, but he is appalled by Trump’s trade rhetoric that he says could lead to a trade war.",Stein,Stein,Trump,Democrat,3
"And this week, Eric Schwartz, the president of Refugees International, wrote in the Post that Isaacss regrettable statements must be disqualifying.The IOM, which was set up in the aftermath of World War II, coordinates the global response to worldwide migration, including that of refugees, and became a UN agency in 2016.",Eric Schwartz,Post,Isaacss,IOM,3
